Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.16759","Staphylococcus aureus strain AR_0227","cefoxitin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.29936","Staphylococcus aureus strain HICF0322","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30343","Staphylococcus aureus strain HICF0809","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51842","Staphylococcus aureus 12-02755","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.26110","Staphylococcus aureus ERR128716","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.51934","Staphylococcus aureus 12-01857","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29850","Staphylococcus aureus strain HICF0228","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30267","Staphylococcus aureus strain HICF0739","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30034","Staphylococcus aureus strain HICF0452","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51768","Staphylococcus aureus 14-02943","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30376","Staphylococcus aureus strain HICF0860","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30072","Staphylococcus aureus strain HICF0513","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30409","Staphylococcus aureus strain HICF0893","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29788","Staphylococcus aureus strain HICF0141","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52191","Staphylococcus aureus WUSa_oxa_MS042","cefoxitin","Susceptible","25",,"25","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.51750","Staphylococcus aureus 12-00046","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11712","Staphylococcus aureus strain 3688STDY6124908","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29783","Staphylococcus aureus strain HICF0140","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30298","Staphylococcus aureus strain HICF0756","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52167","Staphylococcus aureus WUSa_oxa_BOR306","cefoxitin","Susceptible","24",,"24","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.16551","Staphylococcus aureus strain AR_0216","cefoxitin","Resistant","==16","=","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.39447","Staphylococcus aureus AR-0977","cefoxitin","Susceptible",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.30038","Staphylococcus aureus strain HICF0472","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11276","Staphylococcus aureus strain 3688STDY6124840","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51771","Staphylococcus aureus 15-01202","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.51787","Staphylococcus aureus 14-03244","cefoxitin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30366","Staphylococcus aureus strain HICF0858","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30002","Staphylococcus aureus strain HICF0431","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11359","Staphylococcus aureus strain 3688STDY6124970","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30162","Staphylococcus aureus strain HICF0611","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11304","Staphylococcus aureus strain 3688STDY6124967","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.16567","Staphylococcus aureus strain AR_0468","cefoxitin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.11314","Staphylococcus aureus strain 3688STDY6125029","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11284","Staphylococcus aureus strain 3688STDY6124831","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51749","Staphylococcus aureus 15-00345","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.26087","Staphylococcus aureus ERR124430","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.29750","Staphylococcus aureus strain HICF0094","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11049","Staphylococcus aureus strain 3688STDY6124949","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11191","Staphylococcus aureus strain 3688STDY6125002","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30019","Staphylococcus aureus strain HICF0436","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29807","Staphylococcus aureus strain HICF0178","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29762","Staphylococcus aureus strain HICF0103","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30315","Staphylococcus aureus strain HICF0782","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11338","Staphylococcus aureus strain 3688STDY6124999","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11233","Staphylococcus aureus strain 3688STDY6124875","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29706","Staphylococcus aureus strain HICF0036","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.16548","Staphylococcus aureus strain AR_0472","cefoxitin","Resistant","==8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.30447","Staphylococcus aureus strain HICF0956","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29924","Staphylococcus aureus strain HICF0299","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30291","Staphylococcus aureus strain HICF0760","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.39463","Staphylococcus aureus AR-0996","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.51761","Staphylococcus aureus 14-00482","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.16805","Staphylococcus aureus strain YF012","cefoxitin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
1280,"1280.16761","Staphylococcus aureus strain AR_0221","cefoxitin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.11320","Staphylococcus aureus strain 3688STDY6125019","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51896","Staphylococcus aureus 12-00567","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29768","Staphylococcus aureus strain HICF0106","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30264","Staphylococcus aureus strain HICF0736","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11356","Staphylococcus aureus strain 3688STDY6124977","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29742","Staphylococcus aureus strain HICF0078","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30143","Staphylococcus aureus strain HICF0582","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52165","Staphylococcus aureus WUSa_oxa_MR309","cefoxitin","Resistant","11",,"11","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.51752","Staphylococcus aureus 13-02338","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30367","Staphylococcus aureus strain HICF0857","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30318","Staphylococcus aureus strain HICF0789","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.39447","Staphylococcus aureus AR-0977","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.29755","Staphylococcus aureus strain HICF0088","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51865","Staphylococcus aureus 09-01199","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.39446","Staphylococcus aureus AR-0978","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.29754","Staphylococcus aureus strain HICF0089","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30191","Staphylococcus aureus strain HICF0648","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52148","Staphylococcus aureus WUSa_oxa_MS331","cefoxitin","Susceptible","24",,"24","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11212","Staphylococcus aureus strain 3688STDY6124880","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.16839","Staphylococcus aureus strain AD057","cefoxitin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
1280,"1280.29806","Staphylococcus aureus strain HICF0176","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29885","Staphylococcus aureus strain HICF0275","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52143","Staphylococcus aureus WUSa_oxa_BOR337","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.29878","Staphylococcus aureus strain HICF0258","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29906","Staphylococcus aureus strain HICF0306","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11032","Staphylococcus aureus strain 3688STDY6124930","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30322","Staphylococcus aureus strain HICF0800","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11297","Staphylococcus aureus strain 3688STDY6125048","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52199","Staphylococcus aureus WUSa_oxa_BOR034","cefoxitin","Susceptible","25",,"25","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.51853","Staphylococcus aureus 12-03094","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11274","Staphylococcus aureus strain 3688STDY6124843","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30392","Staphylococcus aureus strain HICF0881","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29900","Staphylococcus aureus strain HICF0293","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30385","Staphylococcus aureus strain HICF0869","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30262","Staphylococcus aureus strain HICF0717","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51874","Staphylococcus aureus 15-01303","cefoxitin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29756","Staphylococcus aureus strain HICF0095","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11054","Staphylococcus aureus strain 3688STDY6124957","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30238","Staphylococcus aureus strain HICF0708","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51864","Staphylococcus aureus 12-03341","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11271","Staphylococcus aureus strain 3688STDY6124849","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51856","Staphylococcus aureus 10-01970","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30430","Staphylococcus aureus strain HICF0917","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29987","Staphylococcus aureus strain HICF0391","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11302","Staphylococcus aureus strain 3688STDY6125042","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51855","Staphylococcus aureus 10-02824","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.39457","Staphylococcus aureus AR-0983","cefoxitin","Resistant",,,,,,,,,"clsi",2018,,,,"Laboratory Method",,"31996449"
1280,"1280.26091","Staphylococcus aureus ERR124434","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.30438","Staphylococcus aureus strain HICF0936","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.55686","Staphylococcus aureus SAMS1","cefoxitin","Susceptible","==4","==","4","mg/L","MIC","96-Well Plate",,,"CLSI",,,,,,,
1280,"1280.52196","Staphylococcus aureus WUSa_oxa_MS038","cefoxitin","Susceptible","27",,"27","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.51919","Staphylococcus aureus 13-03767","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11291","Staphylococcus aureus strain 3688STDY6124818","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.11213","Staphylococcus aureus strain 3688STDY6124958","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29942","Staphylococcus aureus strain HICF0349","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29854","Staphylococcus aureus strain HICF0235","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52221","Staphylococcus aureus WUSa_oxa_MS013","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.29717","Staphylococcus aureus strain HICF0057","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29748","Staphylococcus aureus strain HICF0075","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51788","Staphylococcus aureus 12-02846","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.29910","Staphylococcus aureus strain HICF0304","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30135","Staphylococcus aureus strain HICF0590","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30329","Staphylococcus aureus strain HICF0801","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11329","Staphylococcus aureus strain 3688STDY6125011","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52188","Staphylococcus aureus WUSa_oxa_MS054","cefoxitin","Susceptible","23",,"23","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.52189","Staphylococcus aureus WUSa_oxa_MS056","cefoxitin","Susceptible","26",,"26","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.55684","Staphylococcus aureus SA2","cefoxitin","Susceptible","==2","==","2","mg/L","MIC","96-Well Plate",,,"CLSI",,,,,,,
1280,"1280.51868","Staphylococcus aureus 13-00556","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.11716","Staphylococcus aureus strain 3688STDY6124919","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30390","Staphylococcus aureus strain HICF0884","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30301","Staphylococcus aureus strain HICF0778","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11211","Staphylococcus aureus strain 3688STDY6125059","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52152","Staphylococcus aureus WUSa_oxa_MR324","cefoxitin","Resistant","14",,"14","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.11707","Staphylococcus aureus strain 3688STDY6124864","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30420","Staphylococcus aureus strain HICF0903","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.52170","Staphylococcus aureus WUSa_oxa_MR308","cefoxitin","Resistant","10",,"10","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30410","Staphylococcus aureus strain HICF0905","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.26107","Staphylococcus aureus ERR131814","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.29825","Staphylococcus aureus strain HICF0195","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30435","Staphylococcus aureus strain HICF0940","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11251","Staphylococcus aureus strain 3688STDY6124885","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30146","Staphylococcus aureus strain HICF0599","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29931","Staphylococcus aureus strain HICF0330","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51928","Staphylococcus aureus 16-02541-1","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.26103","Staphylococcus aureus ERR128707","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"British Society for Antimicrobial Chemotherapy (BSAC)",2011,,,,"Laboratory Method",,"23158674"
1280,"1280.30123","Staphylococcus aureus strain HICF0573","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11036","Staphylococcus aureus strain 3688STDY6124933","cefoxitin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.17671","Staphylococcus aureus strain AR_474","cefoxitin","Resistant","==8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.11278","Staphylococcus aureus strain 3688STDY6124837","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.52233","Staphylococcus aureus WUSa_oxa_MS006","cefoxitin","Susceptible","23",,"23","mm","Disk diffusion",,,,"CLSI",2020,,,,"Laboratory Method",,"35038924"
1280,"1280.30290","Staphylococcus aureus strain HICF0759","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11209","Staphylococcus aureus strain 3688STDY6125060","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30265","Staphylococcus aureus strain HICF0735","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30242","Staphylococcus aureus strain HICF0710","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30386","Staphylococcus aureus strain HICF0870","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29736","Staphylococcus aureus strain HICF0066","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51859","Staphylococcus aureus 12-02870","cefoxitin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1280,"1280.30068","Staphylococcus aureus strain HICF0492","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11323","Staphylococcus aureus strain 3688STDY6125016","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.30455","Staphylococcus aureus strain HICF0947","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30117","Staphylococcus aureus strain HICF0559","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11700","Staphylococcus aureus strain 3688STDY6124975","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51837","Staphylococcus aureus 12-03108","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.11347","Staphylococcus aureus strain 3688STDY6124988","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.51814","Staphylococcus aureus 08-02052","cefoxitin","Susceptible",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1280,"1280.30411","Staphylococcus aureus strain HICF0906","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30102","Staphylococcus aureus strain HICF0540","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.11201","Staphylococcus aureus strain 3688STDY6125056","cefoxitin","Susceptible",,,,,,,,,,,,,,"Laboratory Method",,"26806258"
1280,"1280.29720","Staphylococcus aureus strain HICF0054","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29819","Staphylococcus aureus strain HICF0188","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.30295","Staphylococcus aureus strain HICF0763","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.29787","Staphylococcus aureus strain HICF0142","cefoxitin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
